FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1999006952,191006054,IMMACULATE CONCEPTION SCHOOL,School,400 NE 17TH ST,GRAND PRAIRIE,	75050,2019,"$4,605.00","$2,302.50","$2,302.50"
1999006978,191006065,JAMES L. COLLINS CATFH SCHOOL,School,3000 W HIGHWAY 22,CORSICANA,	75110,2019,"$1,924.92","$1,539.94","$1,538.96"
1999007014,191006079,JOHN PAUL ll HIGH SCHOOL,School,900 Coit Rd.,PLANO,	75075,2019,"$20,651.88","$8,260.75","$8,260.75"
1999007018,191006082,MARY IMMACULATE SCHOOL,School,14032 DENNIS LN,DALLAS,	75234,2019,"$6,140.04","$2,456.02","$2,456.02"
1999007092,191006141,EXCELLENCE IN LEADERSHIP ACADEMY,School,915 W. EXPRESSWAY 83,MISSION,	78572,2019,"$11,270.52","$10,143.47","$10,143.47"
1999007779,191006717,DUCHESNE ACADEMY OF THE SACRED HEART SCHOOL,School,10202 MEMORIAL DRIVE,HOUSTON,	77024,2019,"$24,600.00","$9,840.00","$9,840.00"
1999008158,191006992,ERATH EXCELS  ACADEMY,School,680 PEACH ORCHARD RD,STEPHENVILLE,	76401,2019,"$9,600.00","$8,640.00","$8,640.00"
1999008337,191007151,REGION-IV ESC,School,7145 WEST TIDWELL,HOUSTON,	77092,2019,"$27,000.00","$16,200.00","$16,200.00"
1999008341,191007151,REGION-IV ESC,School,7145 WEST TIDWELL,HOUSTON,	77092,2019,"$29,940.00","$17,964.00","$17,964.00"
1999010036,191003013,SACRED HEART ELEMENTARY SCHOOL-CONROE,School,615 MCDADE ST,CONROE,	77301,2019,"$2,820.00","$1,410.00","$1,409.00"
1999010342,191008642,COMPASS ACADEMY CHARTER SCHOOL,School,5530 BILLY HEXT RD,ODESSA,	79765,2019,"$65,448.00",$0.00,
1999010345,191008650,TRINITY SCHOOL OF MIDLAND,School,3500 W WADLEY AVE,MIDLAND,	79707,2019,"$33,600.00","$13,440.00","$13,440.00"
1999010356,191008656,THE SHLENKER SCHOOL,School,5600 NORTH BRAESWOOD,HOUSTON,	77096,2019,"$2,638.80",$527.76,$527.76
1999010358,191008656,THE SHLENKER SCHOOL,School,5600 NORTH BRAESWOOD,HOUSTON,	77096,2019,"$7,200.48","$1,440.10","$1,440.10"
1999011407,191009445,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2019,"$16,200.00","$12,960.00","$12,960.00"
1999011412,191009445,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2019,$780.00,$624.00,
1999011418,191009445,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2019,"$1,379.88","$1,103.90",$919.92
1999011424,191009445,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2019,$780.00,$624.00,$624.00
1999011435,191009445,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2019,$780.00,$624.00,$576.00
1999011730,191009676,JUAN DIEGO ACADEMY,School,"PO BOX 3888, 5208 SOUTH FM 494",MISSION,	78573,2019,"$30,000.00","$12,000.00","$12,000.00"
1999012159,191009979,TRINITY CHRISTIAN SCHOOL,School,7002 CANTON AVE,LUBBOCK,	79413,2019,"$18,661.20","$7,464.48","$6,178.92"
1999013144,191010695,"Etoile Academy, Inc.",School, 6648 Hornwood Drive ,HOUSTON,	77074,2019,"$16,849.80","$15,164.82","$14,327.32"
1999014482,191011523,TEXAS TORAH INSTITUTE,School,6506 FRANKFORD RD,DALLAS,	75252,2019,,,
1999014759,191011700,Emery – Weiner School,School,9825 STELLA LINK RD,HOUSTON,	77025,2019,"$17,938.80","$10,763.28","$9,047.28"
1999014768,191011700,Emery – Weiner School,School,9825 STELLA LINK RD,HOUSTON,	77025,2019,"$9,928.80","$5,957.28","$3,020.20"
1999015841,191005048,HOLY CROSS ELEMENTARY SCHOOL,School,2001 KATY AVE,BAY CITY,	77414,2019,"$1,499.88",$749.94,$749.42
1999015842,191005061,ST PHILIP SCHOOL,School,302 W CHURCH ST,EL CAMPO,	77437,2019,"$1,760.28",$704.11,$599.76
1999015949,191005062,ST ROSE OF LIMA SCHOOL,School,400 BLACK ST,SCHULENBURG,	78956,2019,"$3,482.40","$1,392.96","$1,392.96"
1999015950,191005063,ST JOSEPH ELEMENTARY SCHOOL,School,310 ORTH ST,YOAKUM,	77995,2019,"$2,399.88","$1,439.93","$1,410.53"
1999016054,191012407,Medina Childrens Home Curry Learning Center,School,21300 State Hwy 16 North,Medina,	78055,2019,"$24,060.00",$0.00,
1999016189,191008817,SPRING CREEK INDEPENDENT SCHOOL DISTRICT,School,HC 1 BOX 48,SKELLYTOWN,	79080,2019,"$39,520.08","$27,664.06","$27,664.00"
1999016290,191012593,EDUCATION SERV CTR-REGION 14,School,1850 STATE HIGHWAY 351,ABILENE,	79601,2019,"$30,000.00","$24,000.00","$24,000.00"
1999016459,191012674,EDUCATION SERV CTR-REGION 14,School,1850 STATE HIGHWAY 351,ABILENE,	79601,2019,"$33,696.96","$26,957.57","$13,530.66"
1999017281,191013251,EDUCATION SERV CTR-REGION 14,School,1850 STATE HIGHWAY 351,ABILENE,	79601,2019,"$17,520.00","$14,016.00",
1999017397,191002678,HOLY FAMILY GALVESTON CATHOLIC SCHOOL,School,2601 AVENUE N,GALVESTON,	77550,2019,"$4,487.80","$2,243.90",
1999017552,191013432,ST MARY SCHOOL,School,PO BOX 277,WEST,	76691,2019,"$6,600.00",$0.00,
1999017674,191008817,SPRING CREEK INDEPENDENT SCHOOL DISTRICT,School,HC 1 BOX 48,SKELLYTOWN,	79080,2019,"$3,697.56","$2,588.29","$2,588.29"
1999017915,191013644,ST RAPHAEL CATHOLIC SCHOOL,School,2310 WOODSIDE DR,EL PASO,	79925,2019,"$11,938.00","$4,775.20","$4,775.20"
1999018176,191013805,ST LOUIS ELEMENTARY SCHOOL,School,2208 N 23RD ST,WACO,	76708,2019,"$8,940.00","$4,470.00","$4,470.00"
1999018518,191014005,ST MARY SCHOOL,School,PO BOX 277,WEST,	76691,2019,"$6,600.00","$3,300.00","$3,300.00"
1999018920,191011422,TYLER STREET CHRISTIAN ACAD,School,915 W 9TH ST,DALLAS,	75208,2019,"$19,200.00","$11,520.00","$11,285.98"
1999018921,191014264,ST LOUIS SCHOOL,School,2114 SAINT JOSEPH BLVD,AUSTIN,	78757,2019,"$10,620.00","$4,248.00","$4,248.00"
1999018994,191014325,REICHER CATHOLIC HIGH SCHOOL,School,2102 N 23RD ST,WACO,	76708,2019,"$11,940.00","$4,776.00","$4,776.00"
1999019306,191002706,INCARNATE WORD ACADEMY SCHOOL,School,609 CRAWFORD ST,HOUSTON,	77002,2019,"$16,866.00","$8,433.00","$6,777.69"
1999019492,191014618,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,School,2860 VIRGINIA PARKWAY,MCKINNEY,	75071,2019,"$12,588.00","$5,035.20","$5,035.20"
1999020273,191015084,ST. GABRIELS CATHOLIC SCHOOL,School,2500 WIMBERLY LANE,AUSTIN,	78735,2019,"$18,000.00","$7,200.00","$7,122.54"
1999021058,191015492,HOLY TRINITY CATHOLIC HIGH SCH,School,6608 W ADAMS AVE,TEMPLE,	76502,2019,"$9,300.00","$3,720.00","$3,720.00"
1999021105,191015524,Poetry Community Christian School,School,18688 FM 986,TERRELL,	75160,2019,"$14,831.88","$7,415.94","$7,415.94"
1999021117,191015533,REDEEMER LUTHERAN SCHOOL,School,1500 W ANDERSON LN,AUSTIN,	78757,2019,"$14,388.00","$5,755.20","$5,755.20"
1999021657,191002425,CHRIST THE REDEEMER CATHOLIC SCHOOL,School,11511 HUFFMEISTER RD,HOUSTON,	77065,2019,"$4,547.80","$2,273.90",
1999022418,191016246,ST ANNE SCHOOL-HOUSTON,School,2120 WESTHEIMER RD,HOUSTON,	77098,2019,"$25,111.68","$10,044.67","$10,044.67"
1999022845,191016431,UME PREPARATORY ACADEMY,School,3838 SPUR 408,DALLAS,	75236,2019,"$1,210.98",$847.69,
1999023221,191016668,CATHEDRAL HIGH SCHOOL,School,1309 N STANTON ST,EL PASO,	79902,2019,"$20,940.00","$12,564.00","$12,564.00"
1999023365,191016752,The Magellan School,School,7938 GREAT NORTHERN BLVD,AUSTIN,	78757,2019,"$12,650.00","$5,060.00","$5,060.00"
1999024138,191012415,VISTA DEL FUTURO CHARTER SCHOOL,School,1671 BOB HOPE DR,EL PASO,	79936,2019,"$46,512.00","$37,209.60","$37,209.60"
1999024257,191017178,PRINCE OF PEACE CHRISTIAN SCHOOL,School,4000 MIDWAY RD,CARROLLTON,	75007,2019,"$28,200.00","$11,280.00","$11,280.00"
1999024529,191017317,GRACE COMMUNITY SCHOOL,School,3001 UNIVERSITY BLVD,TYLER,	75701,2019,"$25,670.40","$5,134.08","$5,134.08"
1999025488,191017752,ST FRANCIS DE SALES SCHOOL,School,8100 ROOS RD,HOUSTON,	77036,2019,"$2,964.00","$1,185.60","$1,185.60"
1999025586,191005051,OUR LADY OF THE GULF CATH SCH,School,301 S SAN ANTONIO ST,PORT LAVACA,	77979,2019,"$1,565.40","$1,095.78","$1,095.74"
1999027450,191018580,AMHERST SCHOOL,School,PO BOX 248,AMHERST,	79312,2019,"$56,160.00","$50,544.00","$17,496.00"
1999028127,191018946,STONEHILL CHRISTIAN ACADEMY,School,4301 KELLY LANE,PFLUGERVILLE,	78660,2019,"$11,050.00","$9,945.00","$9,720.00"
1999028462,191019016,SCOFIELD CHRISTIAN SCHOOL,School,7730 ABRAMS RD,DALLAS,	75231,2019,"$11,688.00","$4,675.20","$4,675.20"
1999028466,191019016,SCOFIELD CHRISTIAN SCHOOL,School,7730 ABRAMS RD,DALLAS,	75231,2019,"$4,313.40","$1,725.36",$273.66
1999028898,191019282,"CRISTO REY DALLAS HIGH SCHOOL, INC.",School,1064 N SAINT AUGUSTINE DRIVE,DALLAS,	75217,2019,"$22,814.04","$20,532.64","$18,988.32"
1999031586,191020508,SACRED HEART ELEMENTARY SCHOOL,School,545 E PEARL ST,LA GRANGE,	78945,2019,"$2,237.88",$895.15,$895.15
1999031611,191020524,MEYER PARK ELEMENTARY,School,13663 MAIN STREET,HOUSTON,	77035,2019,$708.48,$637.63,
1999031665,191020562,ST MARK LUTHERAN SCHOOL,School,1515 HILLENDAHL BLVD,HOUSTON,	77055,2019,"$22,059.12","$8,823.65","$8,369.07"
1999031667,191020558,"PRO-VISION EDUCATIONAL SERVICES, INC.",School,4590 WILMINGTON,HOUSTON,	77051,2019,"$17,818.20","$16,036.38",
1999031726,191020595,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,School,5807 CALHOUN RD,HOUSTON,	77021,2019,"$6,887.28","$6,198.55",
1999031953,191020700,ST HELEN CATHOLIC SCHOOL,School,2700 E UNIVERSITY AVE,GEORGETOWN,	78626,2019,"$2,399.40",$959.76,$959.76
1999032211,191020861,ACCELERATED INTERMEDIATE ACADEMY # 1 ELEMENTARY,School,12825 SUMMIT RIDGE DRIVE,HOUSTON,	77085,2019,"$1,525.32","$1,372.79",
1999032420,191021029,OUR LADY OF VICTORY SCHOOL,School,1311 E MESQUITE LN ,VICTORIA,	77901,2019,"$12,600.00","$5,040.00","$4,264.85"
1999032577,191021112,CALVARY EPISCOPAL SCHOOL INC,School,1201 AUSTIN ST,RICHMOND,	77469,2019,"$6,600.00","$2,640.00","$2,640.00"
1999033528,191021644,OUR LADY PERPETUAL HELP SCHOOL,School,7625 CORTLAND AVE,DALLAS,	75235,2019,"$6,621.84","$5,959.66","$5,497.20"
1999033554,191021664,Prince of Peace Catholic School,School,5100 W PLANO PKWY,PLANO,	75093,2019,"$20,651.88","$8,260.75","$8,260.75"
1999033576,191021680,SANTA CLARA DE ASSISI SCHOOL,School,321 CALUMET AVE,DALLAS,	75211,2019,"$14,774.40","$8,864.64","$8,864.64"
1999033597,191021693,ST. BERNARD OF CLAIRVAUX SCHOOL,School,1420 OLD GATE LN,DALLAS,	75218,2019,"$6,140.04","$3,070.02","$3,070.02"
1999033620,191021707,ST. CECILIA SCHOOL,School,635 MARY CLIFF RD,DALLAS,	75208,2019,"$6,262.80","$3,131.40","$3,114.00"
1999033674,191021742,ST. ELIZABETH CATHOLIC SCHOOL,School,4019 S HAMPTON RD,DALLAS,	75224,2019,"$16,803.72","$8,401.86","$8,401.80"
1999033803,191021793,ST. JOSEPH CATHOLIC ELEM SCHOOL,School,506 E MARVIN ST,WAXAHACHIE,	75165,2019,"$6,348.00","$2,539.20","$2,539.20"
1999033848,191021817,ST. MARK CATHOLIC SCHOOL,School,1201 ALMA DR,PLANO,	75075,2019,"$13,136.64","$5,254.66","$5,227.20"
1999033875,191021827,ST. MARY OF CARMEL SCHOOL,School,1716 SINGLETON BLVD,DALLAS,	75212,2019,"$6,260.64","$5,008.51","$5,008.51"
1999033905,191021840,ST. PAUL THE APOSTLE SCHOOL,School,720 S FLOYD RD,RICHARDSON,	75080,2019,"$6,621.84","$3,310.92","$3,310.92"
1999033915,191019840,CEDARS INTERNATIONAL ACADEMY,School,8416 N IH 35,AUSTIN,	78753,2019,"$8,700.00","$7,830.00","$7,830.00"
1999033969,191021860,St. Philip & St. Augustine Catholic Academy,School,8151 MILITARY PKWY,DALLAS,	75227,2019,"$13,330.08","$10,664.06","$9,974.40"
1999034013,191021880,ST. THOMAS AQUINAS SCHOOL,School,3741 ABRAMS RD,DALLAS,	75214,2019,"$12,525.84","$5,010.34","$4,987.20"
1999034036,191021880,ST. THOMAS AQUINAS SCHOOL,School,3741 ABRAMS RD,DALLAS,	75214,2019,"$9,062.40","$3,624.96","$3,624.96"
1999034060,191006449,BISHOP T K GORMAN SCHOOL,School,1405 E SOUTHEAST LOOP 323,TYLER,	75701,2019,"$15,360.00","$6,144.00","$6,112.00"
1999034069,191021918,Cristo Rey Fort Worth High School at Our Mother of Mercy,School,1007 E TERRELL AVE,FORT WORTH,	76104,2019,"$10,396.56","$9,356.90","$8,260.38"
1999034830,191022303,ST IGNATIUS MARTYR SCHOOL,School,120 W OLTORF ST,AUSTIN,	78704,2019,"$19,104.00","$7,641.60","$7,641.60"
1999035323,191021218,ST MATTHEW CATHOLIC SCHOOL,School,10703 WURZBACH RD,SAN ANTONIO,	78230,2019,"$18,889.20","$7,555.68","$7,555.68"
1999035958,191022847,CENTRAL TEXAS CHRISTIAN SCHOOLS ,School,4141 W FM 93,TEMPLE,	76502,2019,"$9,212.40","$4,606.20","$4,572.05"
1999036307,191023063,ST THERESA'S SCHOOL,School,4311 SMALL DR,AUSTIN,	78731,2019,"$8,586.48","$1,717.30","$1,717.20"
1999039755,191022383,CEDARS INTERNATIONAL ACADEMY,School,8416 N IH 35,AUSTIN,	78753,2019,"$22,167.00","$19,950.30","$19,950.24"
1999041436,191025431,MCKINNEY CHRISTIAN ACADEMY,School,3601 Bois D'Arc Rd.,McKinney,	75071,2019,"$16,788.00","$6,715.20","$6,715.20"
1999041954,191025587,PROVIDENCE CATHOLIC SCHOOL,School,1215 N SAINT MARYS ST,SAN ANTONIO,	78215,2019,"$1,538.76",$615.50,$276.72
1999041960,191025587,PROVIDENCE CATHOLIC SCHOOL,School,1215 N SAINT MARYS ST,SAN ANTONIO,	78215,2019,"$6,441.60","$2,576.64","$2,576.64"
1999042448,191025794,ST JOSEPH ACADEMY,School,101 SAINT JOSEPH DR,BROWNSVILLE,	78520,2019,"$17,988.00","$7,195.20",
1999042811,191025995,ST AMBROSE SCHOOL,School,4213 MANGUM RD,HOUSTON,	77092,2019,"$2,290.20",$916.08,$875.09
1999042906,191025995,ST AMBROSE SCHOOL,School,4213 MANGUM RD,HOUSTON,	77092,2019,"$2,090.16",$836.06,$836.06
1999043091,191020654,ALIEF MONTESSORI COMMUNITY SCHOOL,School,12013 6TH ST,HOUSTON,	77072,2019,"$1,618.80","$1,456.92",
1999043104,191026158,ST ANTHONY OF PADUA SCHOOL,School,7901 BAY BRANCH DR,THE WOODLANDS,	77382,2019,"$67,346.88",$0.00,
1999043116,191026180,ST MARY'S CATHOLIC SCHOOL,School,202 S ORANGE ST,FREDERICKSBURG,	78624,2019,"$4,019.88","$2,009.94","$2,009.88"
1999043233,191026236,ALIEF MONTESSORI COMMUNITY SCHOOL,School,12013 6TH ST,HOUSTON,	77072,2019,"$2,508.48","$2,257.63",
1999043353,191026283,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,	78257,2019,"$21,149.40","$8,459.76",
1999043475,191026352,ST CATHERINE MONTESSORI SCHOOL,School,9821 TIMBERSIDE DR,HOUSTON,	77025,2019,"$19,756.92","$7,902.77","$3,813.60"
1999043524,191026352,ST CATHERINE MONTESSORI SCHOOL,School,9821 TIMBERSIDE DR,HOUSTON,	77025,2019,"$1,892.88",$757.15,$753.91
1999043640,191026410,ST CLAIRE OF ASSISI,School,3131 EL DORADO BLVD,HOUSTON,	77059,2019,"$3,864.36","$1,545.74","$1,545.74"
1999043698,191026447,ST EDWARD SCHOOL,School,2601 SPRING STUEBNER RD,SPRING,	77389,2019,"$3,534.12","$1,767.06","$1,767.06"
1999043780,191026473,ST ELIZABETH ANN SETON SCHOOL,School,6646 ADDICKS SATSUMA RD,HOUSTON,	77084,2019,"$1,683.24",$673.30,$673.30
1999043820,191026495,ST FRANCIS OF ASSISI SCHOOL,School,5100 DABNEY ST,HOUSTON,	77026,2019,"$1,268.04","$1,014.43","$1,014.43"
1999043861,191026521,St. Philip's School & Community Center,School,1600 PENNSYLVANIA AVE,DALLAS,	75215,2019,"$11,940.00","$5,970.00","$5,970.00"
1999043869,191026523,ST HELEN SCHOOL,School,2213 OLD ALVIN RD,PEARLAND,	77581,2019,"$3,133.20","$1,253.28","$1,253.28"
1999043896,191002688,HOLY GHOST SCHOOL,School,6920 CHIMNEY ROCK RD,HOUSTON,	77081,2019,"$3,048.40","$2,438.72","$1,692.20"
1999044064,191026594,ST LAURENCE ELEMENTARY SCHOOL,School,2630 AUSTIN PKWY,SUGAR LAND,	77479,2019,"$20,400.00","$8,160.00","$7,838.00"
1999044121,191026602,ST MARTHA'S SCHOOL,School,2411 OAK SHORES DR,KINGWOOD,	77339,2019,"$3,216.84","$1,286.74",$887.76
1999044164,191026606,ST MARY SCHOOL,School,1612 E WALKER ST,LEAGUE CITY,	77573,2019,"$3,247.44","$1,298.98","$1,298.98"
1999044171,191026628,ST MICHAEL SCHOOL,School,1833 SAGE RD,HOUSTON,	77056,2019,"$2,903.88","$1,161.55","$1,161.55"
1999044172,191026628,ST MICHAEL SCHOOL,School,1833 SAGE RD,HOUSTON,	77056,2019,"$4,620.00","$1,848.00","$1,848.00"
1999044178,191026632,ST PETER THE APOSTLE SCHOOL,School,6220 LA SALETTE ST,HOUSTON,	77021,2019,"$2,101.92","$1,891.73","$1,891.73"
1999044183,191026637,ST PIUS V SCHOOL,School,812 MAIN ST,PASADENA,	77506,2019,"$3,125.16","$1,875.10","$1,875.10"
1999044188,191026641,ST PIUS X HIGH SCHOOL,School,811 W DONOVAN ST,HOUSTON,	77091,2019,"$43,306.20","$21,653.10","$21,653.10"
1999044190,191026643,ST ROSE OF LIMA SCHOOL,School,3600 BRINKMAN ST,HOUSTON,	77018,2019,"$13,176.24","$5,270.50",$0.00
1999044635,191026853,CHRIST THE KING SCHOOL,School,4100 COLGATE AVE,DALLAS,	75225,2019,"$11,570.88","$4,628.35","$4,284.72"
1999044730,191026905,GOOD SHEPHERD SCHOOL,School,214 S GARLAND AVE,GARLAND,	75040,2019,"$3,467.76","$2,774.21","$2,740.85"
1999044941,191027008,BETH YESHURUN,School,4525 BEECHNUT ST,HOUSTON,	77096,2019,,,
1999045436,191027286,GUADALUPE REGIONAL MIDDLE SCHOOL,School,1214 LINCOLN STREET,BROWNSVILLE,	78521,2019,"$11,938.00","$10,744.20","$10,519.20"
1999045711,191027439,AMIKIDS RIO GRANDE VALLEY,School,27615 BUENA VISTA ROAD,LOS FRESNOS,	78566,2019,"$17,449.44","$15,704.50","$15,704.50"
1999045925,191027561,SOUTHLAND ISD,School,190 EIGHTH ST,SOUTHLAND,	79364,2019,"$21,323.00","$19,190.70","$18,009.00"
1999046080,191027618,ST CECILIA SCHOOL,School,11740 JOAN OF ARC DR,HOUSTON,	77024,2019,"$19,710.00","$7,884.00","$7,884.00"
1999046291,191027700,ST JOSEPH ELEMENTARY SCHOOL,School,1811 CAROLINA ST,BAYTOWN,	77520,2019,"$1,259.52",$503.81,$503.81
1999046422,191027744,ST MARY MAGDALENE SCHOOL,School,530 FERGUSON ST,HUMBLE,	77338,2019,"$3,549.36","$1,419.74","$1,419.74"
1999047866,191028479,ST MARY'S CATHEDRAL SCHOOL,School,910 SAN JACINTO BLVD,AUSTIN,	78701,2019,$818.88,$655.10,
1999047886,191028556,MSGR KELLY CATHOLIC HIGH SCH,School,5950 KELLY DR,BEAUMONT,	77707,2019,"$20,520.00","$8,208.00",
1999048362,191013654,BEXAR COUNTY ACADEMY,School,1485 HILLCREST,SAN ANTONIO,	78228,2019,"$10,548.48","$9,493.63","$9,493.63"
