FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1899001217,181000933,BANQUETE INDEP SCHOOL DISTRICT,School District,4339 4TH ST,BANQUETE,	78339,2018,"$26,034.96","$23,431.46","$23,431.46"
1899001221,181000933,BANQUETE INDEP SCHOOL DISTRICT,School District,4339 4TH ST,BANQUETE,	78339,2018,"$14,424.12","$12,981.71","$12,981.71"
1899001227,181000921,CENTER INDEP SCHOOL DISTRICT,School District,107 PR 605,CENTER,	75935,2018,"$35,335.20","$31,801.68","$31,801.68"
1899001241,181000921,CENTER INDEP SCHOOL DISTRICT,School District,107 PR 605,CENTER,	75935,2018,"$9,936.00","$8,942.40","$8,942.40"
1899001276,181000964,DENVER CITY INDEP SCHOOL DIST,School District,501 MUSTANG AVE,DENVER CITY,	79323,2018,"$32,784.00","$26,227.20","$25,920.00"
1899001306,181000979,FREER INDEP SCHOOL DISTRICT,School District,905 S NORTON,FREER,	78357,2018,"$39,396.36","$35,456.72","$32,028.86"
1899001318,181000984,EAST CHAMBERS INDEP SCH DIST,School District,1955 STATE HIGHWAY 124,WINNIE,	77665,2018,"$51,480.00","$41,184.00","$41,184.00"
1899001343,181001001,ROBSTOWN INDEP SCHOOL DISTRICT,School District,801 N 1ST ST,ROBSTOWN,	78380,2018,"$33,264.00","$29,937.60","$24,213.60"
1899001347,181001001,ROBSTOWN INDEP SCHOOL DISTRICT,School District,801 N 1ST ST,ROBSTOWN,	78380,2018,"$63,860.16","$57,474.14","$51,408.00"
1899001359,181001012,HUNTINGTON INDEP SCHOOL DIST,School District,908 North Main St,HUNTINGTON,	75949,2018,"$42,000.00","$33,600.00","$33,600.00"
1899001361,181001012,HUNTINGTON INDEP SCHOOL DIST,School District,908 North Main St,HUNTINGTON,	75949,2018,"$74,016.00","$59,212.80","$59,212.80"
1899001452,181001048,O'DONNELL IND SCHOOL DISTRICT,School District,400 Small Street,ODONNELL,	79351,2018,"$43,200.00","$38,880.00","$38,880.00"
1899001459,181001068,KENEDY COUNTY COMMON SCHOOL DISTRICT,School District,150 E LA PARRA ST,SARITA,	78385,2018,"$23,961.00","$21,564.90","$7,834.52"
1899001471,181001084,LA GLORIA INDEP SCHOOL DIST,School District,182 EAST COUNTY ROAD 401,FALFURRIAS,	78355,2018,"$24,753.48","$19,802.78","$19,802.78"
1899001570,181001141,PAWNEE INDEPENDENT SCHOOL DISTRICT,School District,6229 FM 798,PAWNEE,	78145,2018,"$39,120.00","$35,208.00","$33,357.60"
1899001604,181001169,GRANBURY INDEP SCHOOL DISTRICT,School District,600 W PEARL ST,GRANBURY,	76048,2018,"$72,108.00","$43,264.80","$43,264.80"
1899001605,181001169,GRANBURY INDEP SCHOOL DISTRICT,School District,600 W PEARL ST,GRANBURY,	76048,2018,"$136,389.96","$81,833.98","$77,628.46"
1899001651,181001205,RICARDO INDEPEPENDENT SCHOOL DISTRICT,School District,138 WEST COUNTY ROAD 2160,KINGSVILLE,	78363,2018,"$45,064.00","$36,051.20","$34,995.84"
1899001727,181001260,DIMMITT INDEP SCHOOL DISTRICT,School District,608 W HALSELL ST,DIMMITT,	79027,2018,"$82,440.00","$74,196.00","$74,196.00"
1899001751,181001283,DIMMITT INDEP SCHOOL DISTRICT,School District,608 W HALSELL ST,DIMMITT,	79027,2018,"$65,520.00","$58,968.00","$58,968.00"
1899001767,181001297,HULL-DAISETTA INDEP SCH DIST,School District,HWY 770,DAISETTA,	77533,2018,"$48,600.00","$43,740.00","$43,740.00"
1899001891,181001302,BOOKER INDEP SCHOOL DISTRICT,School District,600 S. Main ST,BOOKER,	79005,2018,"$49,520.00","$39,616.00","$39,616.00"
1899001913,181001383,PANHANDLE INDEP SCHOOL DIST,School District,106 W 9TH ST,PANHANDLE,	79068,2018,"$54,520.00","$32,712.00","$32,712.00"
1899001943,181001395,BLUE RIDGE SCHOOL DISTRICT,School District,318 W SCHOOL ST,BLUE RIDGE,	75424,2018,"$34,032.00","$27,225.60","$27,225.60"
1899001950,181001397,CALLISBURG INDEP SCHOOL DIST,School District,148 DOZIER ST,CALLISBURG,	76240,2018,"$21,600.00","$15,120.00","$14,648.26"
1899001953,181001397,CALLISBURG INDEP SCHOOL DIST,School District,148 DOZIER ST,CALLISBURG,	76240,2018,"$20,594.40","$14,416.08","$13,835.10"
1899002118,181001517,SEASHORE CHARTER SCHOOLS,School District,15437 South Padre Island Drive,CORPUS CHRISTI,	78418,2018,"$9,148.32","$3,659.33","$3,659.33"
1899002122,181001517,SEASHORE CHARTER SCHOOLS,School District,15437 South Padre Island Drive,CORPUS CHRISTI,	78418,2018,"$9,148.32","$3,659.33","$3,659.33"
1899002126,181001517,SEASHORE CHARTER SCHOOLS,School District,15437 South Padre Island Drive,CORPUS CHRISTI,	78418,2018,"$13,915.20","$5,566.08","$5,566.08"
1899002172,181001540,CUSHING INDEP SCHOOL DISTRICT,School District,1088 W. BEARKAT DR,CUSHING,	75760,2018,"$146,400.00","$117,120.00","$117,120.00"
1899002199,181001214,BORGER INDEP SCHOOL DISTRICT,School District,200 E 9TH ST,BORGER,	79007,2018,"$53,520.00","$42,816.00","$42,816.00"
1899002246,181001606,FRANKLIN INDEP SCHOOL DISTRICT,School District,1216 W. FM 1644,FRANKLIN,	77856,2018,"$10,290.00","$7,203.00","$7,203.00"
1899002303,181001606,FRANKLIN INDEP SCHOOL DISTRICT,School District,1216 W. FM 1644,FRANKLIN,	77856,2018,"$20,388.00","$14,271.60","$14,271.60"
1899002305,181001606,FRANKLIN INDEP SCHOOL DISTRICT,School District,1216 W. FM 1644,FRANKLIN,	77856,2018,"$42,000.00","$29,400.00","$29,400.00"
1899002310,181001642,BOOKER INDEP SCHOOL DISTRICT,School District,600 S. Main ST,BOOKER,	79005,2018,"$4,382.50","$3,506.00","$3,506.00"
1899002320,181001646,ST ANTHONY SCHOOL DISTRICT,School District,3732 MYRTLE STREET,DALLAS,	75215,2018,"$15,540.00","$12,432.00","$12,432.00"
1899002325,181001631,CHIRENO INDEP SCHOOL DISTRICT,School District,PO BOX 85,CHIRENO,	75937,2018,"$84,000.00","$67,200.00","$67,200.00"
1899002342,181001657,MAGNOLIA INDEP SCHOOL DISTRICT,School District,829 MAGNOLIA BLVD,MAGNOLIA,	77355,2018,"$46,200.00","$32,340.00","$29,645.00"
1899002368,181001675,NUECES CANYON CISD,School District,200 TAYLOR ST,BARKSDALE,	78828,2018,"$18,108.72","$14,486.98","$14,486.98"
1899002477,181001743,STOCKDALE INDEP SCHOOL DIST,School District,503 S 4TH ST,STOCKDALE,	78160,2018,"$18,000.00","$14,400.00","$14,400.00"
1899002479,181001743,STOCKDALE INDEP SCHOOL DIST,School District,503 S 4TH ST,STOCKDALE,	78160,2018,"$9,600.00","$7,680.00","$7,680.00"
1899002504,181001743,STOCKDALE INDEP SCHOOL DIST,School District,503 S 4TH ST,STOCKDALE,	78160,2018,"$2,400.00","$1,920.00","$1,920.00"
1899002611,181001840,TOMBALL INDEP SCHOOL DISTRICT,School District,310 S CHERRY ST,TOMBALL,	77375,2018,"$160,800.00","$80,400.00","$76,625.54"
1899002612,181001840,TOMBALL INDEP SCHOOL DISTRICT,School District,310 S CHERRY ST,TOMBALL,	77375,2018,"$13,099.80","$6,549.90","$6,520.78"
1899002615,181001840,TOMBALL INDEP SCHOOL DISTRICT,School District,310 S CHERRY ST,TOMBALL,	77375,2018,"$58,800.00","$29,400.00","$29,400.00"
1899002658,181001867,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,	78577,2018,"$47,088.00","$42,379.20","$42,379.20"
1899002682,181001881,VALLEY VIEW INDEP SCHOOL DIST,School District,9701 S. JACKSON ROAD,PHARR,	78577,2018,"$21,574.56","$19,417.10","$19,417.08"
1899002737,181001913,CENTRAL INDEP SCHOOL DISTRICT,School District,US HIGHWAY 69,POLLOK,	75969,2018,"$27,540.00","$22,032.00","$22,032.00"
1899002738,181001913,CENTRAL INDEP SCHOOL DISTRICT,School District,US HIGHWAY 69,POLLOK,	75969,2018,"$5,880.00","$4,704.00","$4,704.00"
1899002834,181001990,LITTLEFIELD INDEP SCHOOL DIST,School District,1207 E. 14TH. STREET,LITTLEFIELD,	79339,2018,"$21,600.00","$19,440.00","$19,440.00"
1899002838,181001996,LITTLEFIELD INDEP SCHOOL DIST,School District,1207 E. 14TH. STREET,LITTLEFIELD,	79339,2018,"$43,200.00","$38,880.00","$35,640.00"
1899002842,181001995,WHITEFACE CONS INDEP SCH DIST,School District,2ND & ARTHUR,WHITEFACE,	79379,2018,"$1,895.76","$1,516.61","$1,449.03"
1899002854,181001995,WHITEFACE CONS INDEP SCH DIST,School District,2ND & ARTHUR,WHITEFACE,	79379,2018,"$91,884.00","$73,507.20","$61,440.00"
1899003051,181002122,GEORGE WEST SCHOOL DISTRICT,School District,913 HOUSTON,GEORGE WEST,	78022,2018,"$36,527.04","$29,221.63","$29,221.63"
1899003092,181002148,POTTSBORO INDEP SCHOOL DIST,School District,"105 CARDINAL LANE, PO BOX 555",POTTSBORO,	75076,2018,"$23,049.60","$13,829.76","$13,829.76"
1899003137,181002147,PRINGLE-MORSE CONS SCHOOL DIST,School District,100 S FIFTH ST,MORSE,	79062,2018,"$44,520.00","$35,616.00","$35,616.00"
1899003163,181002187,MILLER GROVE SCHOOL DISTRICT,School District,7819 FM 275 SOUTH,CUMBY,	75433,2018,"$14,400.00","$11,520.00","$11,520.00"
1899003188,181002209,MCMULLEN CO INDEP SCHOOL DIST,School District,P.O. BOX 359,TILDEN,	78072,2018,"$35,400.00","$21,240.00","$21,240.00"
1899003195,181002208,JOAQUIN INDEP SCHOOL DISTRICT,School District,11109 HWY 84 EAST,JOAQUIN,	75954,2018,"$44,999.40","$35,999.52","$35,999.52"
1899003210,181002220,JOAQUIN INDEP SCHOOL DISTRICT,School District,11109 HWY 84 EAST,JOAQUIN,	75954,2018,"$42,000.00","$33,600.00","$33,600.00"
1899003397,181002329,SLOCUM INDEP SCHOOL DISTRICT,School District,5765 E STATE HWY 294,ELKHART,	75839,2018,"$37,800.00","$26,460.00","$26,460.00"
1899003405,181002340,COUPLAND INDEP SCHOOL DISTRICT,School District,620 S COMMERCE,COUPLAND,	78615,2018,"$17,141.04","$11,998.73","$11,998.73"
1899003446,181002374,SCURRY-ROSSER INDEP SCH DIST,School District,10705 S STATE HIGHWAY 34,SCURRY,	75158,2018,"$34,800.00","$24,360.00","$24,360.00"
1899003547,181002426,FOLLETT INDEP SCHOOL DISTRICT,School District,HIGHWAY 15-IVANHOE ST,FOLLETT,	79034,2018,"$44,520.00","$35,616.00","$35,616.00"
1899003579,181002449,RED OAK INDEP SCHOOL DISTRICT,School District,156 LOUISE RITTER BOULEVARD,RED OAK,	75154,2018,"$118,260.00","$70,956.00","$70,956.00"
1899003585,181002449,RED OAK INDEP SCHOOL DISTRICT,School District,156 LOUISE RITTER BOULEVARD,RED OAK,	75154,2018,"$37,779.96","$22,667.98","$21,683.28"
1899003592,181002109,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,	75642,2018,"$25,909.92","$20,727.94","$13,010.16"
1899003597,181002453,GREGORY-PORTLAND IND SCH DIST,School District,608 College Street,Portland,	78374,2018,"$129,600.00","$103,680.00","$103,680.00"
1899003601,181002109,ELYSIAN FIELDS SCHOOL DISTRICT,School District,2400 FARM RD 451,ELYSIAN FIELDS,	75642,2018,"$17,999.64","$14,399.71","$11,158.80"
1899003649,181002488,DEL VALLE INDEP SCHOOL DIST,School District,5301 ROSS ROAD,DEL VALLE,	78617,2018,"$130,464.00","$117,417.60","$5,076.00"
1899003667,181002507,DEL VALLE INDEP SCHOOL DIST,School District,5301 ROSS ROAD,DEL VALLE,	78617,2018,"$87,118.08","$78,406.27","$63,657.00"
1899003855,181002603,TAYLOR INDEP SCHOOL DISTRICT,School District,3101 N. MAIN ST. STE 104,TAYLOR,	76574,2018,"$31,944.00","$25,555.20","$25,555.20"
1899003969,181002698,COOPER INDEP SCHOOL DISTRICT,School District,350 W. MCKINNEY,COOPER,	75432,2018,"$28,800.00","$23,040.00","$17,184.00"
1899003972,181002708,DEVERS INDEP SCHOOL DISTRICT,School District,"PO BOX 488, 201 CHISM STREET",DEVERS,	77538,2018,"$36,000.00","$25,200.00","$25,200.00"
1899003975,181002704,CROWELL INDEP SCHOOL DISTRICT,School District,400 EAST LOGAN ST,CROWELL,	79227,2018,"$14,892.00","$13,402.80","$13,402.80"
1899003976,181002711,KRUM INDEP SCHOOL DISTRICT,School District,1200 BOBCAT BLVD,KRUM,	76249,2018,"$64,791.60","$45,354.12","$45,354.12"
1899003995,181002725,PRINCETON INDEP SCHOOL DIST,School District,321 PANTHER PKWY,PRINCETON,	75407,2018,"$36,589.32","$29,271.46","$28,281.60"
1899003997,181002725,PRINCETON INDEP SCHOOL DIST,School District,321 PANTHER PKWY,PRINCETON,	75407,2018,"$83,580.00","$66,864.00","$66,864.00"
1899004001,181002735,TEAGUE INDEP SCHOOL DISTRICT,School District,420 N. 10TH. AVE,TEAGUE,	75860,2018,"$46,500.00","$37,200.00","$37,200.00"
1899004002,181002724,STRATFORD INDEP SCHOOL DIST,School District,PO BOX 108,STRATFORD,	79084,2018,"$11,520.00","$9,216.00","$9,216.00"
1899004035,181002743,KERENS INDEPENDENT SCHOOL DISTRICT,School District,200 BOBCAT LANE,KERENS,	75144,2018,"$45,900.00","$36,720.00","$36,720.00"
1899004036,181002724,STRATFORD INDEP SCHOOL DIST,School District,PO BOX 108,STRATFORD,	79084,2018,"$65,520.00","$52,416.00","$52,416.00"
1899004249,181002890,SAN DIEGO INDEP SCHOOL DIST,School District,609 LABBE AVE,SAN DIEGO,	78384,2018,"$53,646.00","$48,281.40","$38,408.28"
1899004275,181002925,BYNUM INDEP SCHOOL DISTRICT,School District,HIGHWAY 171,BYNUM,	76631,2018,"$25,100.04","$20,080.03","$20,080.03"
1899004424,181003021,IREDELL INDEP SCHOOL DISTRICT,School District,501 E.  MCLAIN STREET,IREDELL,	76649,2018,"$22,400.04","$17,920.03","$17,920.03"
1899004427,181003023,NORTH ZULCH SCHOOL DISTRICT,School District,11390 5TH STREET,NORTH ZULCH,	77872,2018,"$49,200.00","$44,280.00","$44,280.00"
1899004445,181003017,HEMPHILL INDEP SCHOOL DISTRICT,School District,MILAM STREET,HEMPHILL,	75948,2018,"$45,600.00","$41,040.00","$41,040.00"
1899004451,181003023,NORTH ZULCH SCHOOL DISTRICT,School District,11390 5TH STREET,NORTH ZULCH,	77872,2018,"$10,262.70","$9,236.43","$9,236.43"
1899004484,181003056,ANNA INDEP SCHOOL DISTRICT,School District,501 S.SHERLEY,ANNA,	75409,2018,"$34,044.12","$23,830.88","$23,830.88"
1899004500,181003086,MESQUITE INDEPENDENT SCHOOL DISTRICT,School District,405 E DAVIS ST,MESQUITE,	75149,2018,"$102,900.00","$82,320.00","$57,914.40"
1899004501,181003086,MESQUITE INDEPENDENT SCHOOL DISTRICT,School District,405 E DAVIS ST,MESQUITE,	75149,2018,"$22,800.00","$18,240.00","$18,240.00"
1899004521,181003102,OGLESBY INDEP SCHOOL DISTRICT,School District,125 COLLEGE AVE,OGLESBY,	76561,2018,"$26,100.00","$20,880.00","$20,880.00"
1899004564,181003127,SAN ANTONIO INDEP SCHOOL DIST,School District,1702 N. ALAMO STREET,SAN ANTONIO,	78215,2018,"$52,152.00","$46,936.80","$46,936.80"
1899004572,181003133,SAN ANTONIO INDEP SCHOOL DIST,School District,1702 N. ALAMO STREET,SAN ANTONIO,	78215,2018,"$16,394.40","$14,754.96","$14,276.94"
1899004583,181003144,SAN ANTONIO INDEP SCHOOL DIST,School District,1702 N. ALAMO STREET,SAN ANTONIO,	78215,2018,"$13,659.84","$12,293.86","$12,293.86"
1899004668,181003083,BLANCO INDEP SCHOOL DISTRICT,School District,814 11TH STREET,BLANCO,	78606,2018,"$76,800.00","$53,760.00","$39,438.00"
1899004681,181003207,NORMANGEE INDEP SCHOOL DIST,School District,PO BOX 219,NORMANGEE,	77871,2018,"$50,900.04","$40,720.03","$40,720.03"
1899004722,181003083,BLANCO INDEP SCHOOL DISTRICT,School District,814 11TH STREET,BLANCO,	78606,2018,"$46,800.00","$32,760.00","$32,760.00"
1899004816,181003311,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,School District,719 E 6TH ST,BISHOP,	78343,2018,"$33,896.16","$27,116.93","$25,091.04"
1899004821,181003311,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,School District,719 E 6TH ST,BISHOP,	78343,2018,"$32,049.24","$25,639.39","$23,271.07"
1899004920,181003393,BOERNE INDEP SCHOOL DISTRICT,School District,123 JOHNS RD,BOERNE,	78006,2018,$659.40,$329.70,$329.70
1899004921,181003393,BOERNE INDEP SCHOOL DISTRICT,School District,123 JOHNS RD,BOERNE,	78006,2018,"$2,159.40","$1,079.70","$1,079.70"
1899004922,181003393,BOERNE INDEP SCHOOL DISTRICT,School District,123 JOHNS RD,BOERNE,	78006,2018,"$12,477.00","$6,238.50","$6,238.50"
1899004941,181003410,LAMAR CONS INDEP SCHOOL DIST,School District,3911 AVENUE I,ROSENBERG,	77471,2018,"$130,209.48","$78,125.69","$78,125.69"
1899004981,181003410,LAMAR CONS INDEP SCHOOL DIST,School District,3911 AVENUE I,ROSENBERG,	77471,2018,"$75,771.48","$45,462.89","$28,866.12"
1899004989,181002654,BULLARD INDEP SCHOOL DISTRICT,School District,1426B SOUTH HOUSTON,BULLARD,	75757,2018,"$42,000.00","$21,000.00","$21,000.00"
1899005073,181003498,NYOS CHARTER SCHOOLS,School District,12301 LAMAR BLVD,AUSTIN,	78753,2018,"$12,002.40","$7,201.44","$7,201.44"
1899005161,181003549,WAELDER INDEP SCHOOL DISTRICT,School District,201 US HWY 90 WEST P.O. BOX 247,WAELDER,	78959,2018,"$31,200.00","$28,080.00","$28,080.00"
1899005214,181003585,VAN ALSTYNE INDEP SCHOOL DIST,School District,549 MILLER LANE,VAN ALSTYNE,	75495,2018,"$65,311.68","$32,655.84","$32,213.22"
1899005259,181003410,LAMAR CONS INDEP SCHOOL DIST,School District,3911 AVENUE I,ROSENBERG,	77471,2018,"$19,844.88","$11,906.93","$11,859.68"
1899005261,181003614,DEW INDEP SCHOOL DISTRICT,School District,606 COUNTY ROAD 481,TEAGUE,	75860,2018,"$35,820.00","$28,656.00","$26,920.00"
1899005306,181003648,NECHES INDEP SCHOOL DISTRICT,School District,"COUNTY ROAD 346, P. O. BOX 310",NECHES,	75779,2018,"$23,076.00","$16,153.20","$10,080.00"
1899005321,181002496,PENELOPE INDEP SCHOOL DISTRICT,School District,309 AVE D,PENELOPE,	76676,2018,"$14,400.00","$11,520.00","$11,520.00"
1899005369,181003679,ALICE INDEP SCHOOL DISTRICT,School District,# 2 COYOTE TRAIL,ALICE,	78332,2018,"$19,260.00","$17,334.00","$17,334.00"
1899005374,181003679,ALICE INDEP SCHOOL DISTRICT,School District,# 2 COYOTE TRAIL,ALICE,	78332,2018,"$100,764.00","$90,687.60","$90,687.60"
1899005423,181003707,AVALON INDEP SCHOOL DISTRICT,School District,"104 FM 55, P. O. BOX 455",AVALON,	76623,2018,$840.00,$672.00,$576.00
1899005424,181003707,AVALON INDEP SCHOOL DISTRICT,School District,"104 FM 55, P. O. BOX 455",AVALON,	76623,2018,"$43,200.00","$34,560.00","$34,560.00"
1899005618,181003837,JUBILEE ACADEMIC CENTER,School District,4434 ROLAND AVENUE,SAN ANTONIO,	78222,2018,"$473,829.72","$379,063.78","$375,010.48"
1899005679,181003896,ANSON INDEP SCHOOL DISTRICT,School District,1431 COMMERCIAL AVENUE,ANSON,	79501,2018,"$18,000.00","$14,400.00","$14,400.00"
1899005696,181003917,CISCO INDEP SCHOOL DISTRICT,School District,1503 LIGGETT ST,CISCO,	76437,2018,"$9,300.00","$7,440.00",
1899005707,181003923,ACADEMY INDEP SCHOOL DISTRICT,School District,704 E MAIN ST,LITTLE RIVER,	76554,2018,"$42,620.04","$29,834.03","$29,834.03"
1899005729,181003648,NECHES INDEP SCHOOL DISTRICT,School District,"COUNTY ROAD 346, P. O. BOX 310",NECHES,	75779,2018,"$10,749.96","$7,524.97","$7,524.96"
1899005763,181002704,CROWELL INDEP SCHOOL DISTRICT,School District,400 EAST LOGAN ST,CROWELL,	79227,2018,"$18,000.00","$16,200.00","$16,200.00"
1899005980,181004093,MERIDIAN INDEP SCHOOL DISTRICT,School District,204 2ND STREET,MERIDIAN,	76665,2018,"$24,000.00","$19,200.00","$19,200.00"
1899005985,181004100,ALBA-GOLDEN IND SCHOOL DIST,School District,1373 CR 2377,ALBA,	75410,2018,"$54,000.00","$43,200.00","$43,200.00"
1899006034,181004125,MILDRED INDEP SCHOOL DISTRICT,School District,5475 S. US HIGHWAY 287,CORSICANA,	75109,2018,"$22,820.16","$15,974.11","$15,335.33"
1899006051,181004131,WHITNEY INDEP SCHOOL DISTRICT,School District,305 SAN JACINTO STREET,WHITNEY,	76692,2018,"$42,000.00","$33,600.00","$33,600.00"
1899006146,181004150,MILLSAP INDEP SCHOOL DISTRICT,School District,201 E BRAZOS STREET,MILLSAP,	76066,2018,"$16,800.00","$11,760.00","$11,760.00"
1899006164,181002656,JONESBORO INDEP SCHOOL DIST,School District,"14909 EAST STATE HIGHWAY 36, PO BOX 125",JONESBORO,	76538,2018,"$32,300.04","$25,840.03","$25,840.03"
1899006250,181004227,CELESTE INDEP SCHOOL DISTRICT,School District,207 S. 5TH STREET,CELESTE,	75423,2018,"$34,740.00","$27,792.00","$27,792.00"
1899006430,181004357,DARROUZETT IND SCHOOL DISTRICT,School District,102 WEST KANSAS AVENUE,DARROUZETT,	79024,2018,"$44,520.00","$35,616.00","$35,616.00"
1899006432,181004359,CLARENDON INDEP SCHOOL DIST,School District,"P. O. BOX 610,416 S ALLEN ST",CLARENDON,	79226,2018,"$44,520.00","$35,616.00","$35,616.00"
1899006435,181004361,FORT ELLIOT CONS IND SCH DIST,School District,501 E WILSON,BRISCOE,	79011,2018,"$34,519.92","$17,259.96","$17,259.96"
1899006436,181004362,GRANDVIEW-HOPKINS IND SCH DIST,School District,11676 FM 293,GROOM,	79039,2018,"$34,519.92","$24,163.94","$24,163.94"
1899006437,181004363,GRUVER INDEP SCHOOL DISTRICT,School District,600 GARRETT STREET,GRUVER,	79040,2018,"$44,520.00","$35,616.00","$35,616.00"
1899006438,181004364,HAPPY INDEP SCHOOL DISTRICT,School District,400 NW 3RD ST,HAPPY,	79042,2018,"$44,520.00","$31,164.00","$31,164.00"
1899006439,181004365,HEDLEY INDEP SCHOOL DISTRICT,School District,3RD AND JONES,HEDLEY,	79237,2018,"$44,520.00","$35,616.00","$35,616.00"
1899006440,181004366,LEFORS INDEP SCHOOL DISTRICT,School District,209 E 5TH,LEFORS,	79054,2018,"$34,513.92","$27,611.14","$27,611.14"
1899006444,181004369,MIAMI INDEP SCHOOL DISTRICT,School District,100 WARRIOR LANE PO BOX 368,MIAMI,	79059,2018,"$65,520.00","$39,312.00","$39,312.00"
1899006459,181004379,SHAMROCK INDEP SCHOOL DISTRICT,School District,100 S ILLINOIS ST,SHAMROCK,	79079,2018,"$34,520.00","$27,616.00","$27,616.00"
1899006461,181004379,SHAMROCK INDEP SCHOOL DISTRICT,School District,100 S ILLINOIS ST,SHAMROCK,	79079,2018,"$17,100.00","$13,680.00","$13,680.00"
1899006538,181004381,SILVERTON INDEP SCHOOL DIST,School District,700 LORETTA STREET,SILVERTON,	79257,2018,"$52,020.00",$0.00,
1899006539,181004436,MULESHOE INDEP SCHOOL DISTRICT,School District,514 W AVENUE G,MULESHOE,	79347,2018,"$21,537.12","$19,383.41","$19,251.36"
1899006547,181004436,MULESHOE INDEP SCHOOL DISTRICT,School District,514 W AVENUE G,MULESHOE,	79347,2018,"$6,388.56","$5,749.70","$5,749.68"
